time,delta_mag,error
2455258.775,-0.004555,0.00164
2455258.783,-0.003385,0.00161
2455258.791,-0.003945,0.00162
2455258.799,-0.003565,0.00163
2455258.807,0.006485,0.00168
2455258.815,0.003035,0.00168
2455258.823,0.001075,0.00168
2455258.832,-0.004605,0.00163
2455258.84,-0.000715,0.00158
2455258.86,-0.01463,0.00183
2455258.86,-0.01463,0.00183
2455258.865,-0.01705,0.00188
2455258.865,-0.01705,0.00188
2455258.881,-0.00233,0.00186
2455258.881,-0.00233,0.00186
2455258.889,-0.00426,0.00188
2455258.889,-0.00426,0.00188
2455258.896,0.00083,0.00184
2455258.896,0.00083,0.00184
2455258.904,-0.00511,0.00186
2455258.904,-0.00511,0.00186
2455258.912,-0.00277,0.00187
2455258.912,-0.00277,0.00187
2455258.918,-0.01024,0.00186
2455258.918,-0.01024,0.00186
2455258.923,-0.00758,0.00188
2455258.923,-0.00758,0.00188
2455258.929,0.00213,0.00187
2455258.929,0.00213,0.00187
2455258.935,-0.0021,0.00187
2455258.935,-0.0021,0.00187
2455258.94,-0.00372,0.0019
2455258.94,-0.00372,0.0019
2455258.951,-0.00965,0.00191
2455258.951,-0.00965,0.00191
2455258.961,-0.00073,0.0019
2455258.961,-0.00073,0.0019
2455258.972,-0.00307,0.0019
2455258.972,-0.00307,0.0019
2455258.982,0.0055,0.00193
2455258.982,0.0055,0.00193
2455258.992,0.00474,0.0019
2455258.992,0.00474,0.0019
2455259.705,-0.002445,0.00143
2455259.716,0.002345,0.00141
2455259.726,0.001515,0.00149
2455259.736,-0.000025,0.00154
2455259.747,-0.003765,0.0015
2455259.757,-0.000965,0.00148
2455259.763,-0.005785,0.00153
2455259.768,-0.001435,0.00152
2455259.774,-0.010175,0.00155
2455259.782,-0.006125,0.00153
2455259.793,-0.003765,0.00156
2455259.803,-0.001075,0.00156
2455259.813,0.003055,0.00154
2455259.824,-0.001455,0.00151
2455259.834,-0.003905,0.00148
2455259.858,-0.01702,0.00177
2455259.858,-0.01702,0.00177
2455259.869,-0.00924,0.00177
2455259.869,-0.00924,0.00177
2455259.879,-0.00443,0.00175
2455259.879,-0.00443,0.00175
2455259.89,0.00023,0.00178
2455259.89,0.00023,0.00178
2455259.9,-0.00938,0.00174
2455259.9,-0.00938,0.00174
2455259.91,-0.00059,0.00173
2455259.91,-0.00059,0.00173
2455259.918,-0.00981,0.00178
2455259.918,-0.00981,0.00178
2455259.924,-0.01124,0.00178
2455259.924,-0.01124,0.00178
2455259.93,-0.00603,0.00174
2455259.93,-0.00603,0.00174
2455259.935,-0.00061,0.00176
2455259.935,-0.00061,0.00176
2455259.944,-0.00992,0.00176
2455259.944,-0.00992,0.00176
2455259.954,-0.00301,0.00178
2455259.954,-0.00301,0.00178
2455259.964,-0.013,0.00183
2455259.964,-0.013,0.00183
2455259.975,-0.00612,0.00182
2455259.975,-0.00612,0.00182
2455259.985,-0.00431,0.00177
2455259.985,-0.00431,0.00177
2455260.913,-0.00548,0.00173
2455260.913,-0.00548,0.00173
2455260.921,-0.00175,0.00171
2455260.921,-0.00175,0.00171
2455260.927,0.00444,0.00169
2455260.927,0.00444,0.00169
2455260.932,-0.00497,0.00172
2455260.932,-0.00497,0.00172
2455260.938,0.00356,0.00171
2455260.938,0.00356,0.00171
2455260.948,-0.00489,0.00166
2455260.948,-0.00489,0.00166
2455260.959,-0.00026,0.00161
2455260.959,-0.00026,0.00161
2455260.969,-0.00688,0.00167
2455260.969,-0.00688,0.00167
2455260.979,0.00549,0.00164
2455260.979,0.00549,0.00164
2455261.757,0.001345,0.0014
2455261.763,0.010635,0.0014
2455261.787,0.001905,0.00134
2455261.798,0.003605,0.00134
2455261.808,0.013985,0.00133
2455261.818,-0.002585,0.00137
2455261.924,0.01712,0.00179
2455261.924,0.01712,0.00179
2455261.93,0.00818,0.0017
2455261.93,0.00818,0.0017
2455261.98,0.00272,0.00178
2455261.98,0.00272,0.00178
2455267.684,-0.001345,0.00141
2455267.694,0.000735,0.00149
2455267.704,0.004775,0.00143
2455267.715,-0.000815,0.00144
2455267.736,0.004115,0.00142
2455267.741,0.003805,0.00142
2455267.747,0.002575,0.00144
2455267.753,-0.007525,0.00148
2455267.761,-0.002605,0.00144
2455267.771,-0.003505,0.00141
2455267.781,-0.000185,0.00142
2455267.792,-0.005935,0.00145
2455267.802,-0.005625,0.00148
2455267.813,0.001035,0.00145
2455267.837,-0.00156,0.00149
2455267.837,-0.00156,0.00149
2455267.847,0.00237,0.00149
2455267.847,0.00237,0.00149
2455267.858,0.00355,0.00147
2455267.858,0.00355,0.00147
2455267.868,0.0102,0.00146
2455267.868,0.0102,0.00146
2455267.878,-0.00015,0.00148
2455267.878,-0.00015,0.00148
2455267.889,0.0025,0.0015
2455267.889,0.0025,0.0015
2455267.897,-0.00154,0.00151
2455267.897,-0.00154,0.00151
2455267.903,0.00637,0.00148
2455267.903,0.00637,0.00148
2455267.908,-0.0017,0.0015
2455267.908,-0.0017,0.0015
2455267.914,0.00601,0.0015
2455267.914,0.00601,0.0015
2455267.922,-0.00204,0.0015
2455267.922,-0.00204,0.0015
2455267.933,0.00813,0.00146
2455267.933,0.00813,0.00146
2455267.943,0.00484,0.00146
2455267.943,0.00484,0.00146
2455267.953,-0.00132,0.0015
2455267.953,-0.00132,0.0015
2455267.964,0.01394,0.00146
2455267.964,0.01394,0.00146
2455268.682,0.001055,0.00142
2455268.692,0.004365,0.00142
2455268.703,-0.011515,0.00146
2455268.713,-0.005375,0.0014
2455268.723,-0.004415,0.00133
2455268.734,-0.002425,0.00141
2455268.739,-0.004835,0.00134
2455268.745,-0.007555,0.00136
2455268.751,-0.002235,0.00141
2455268.759,-0.001675,0.00139
2455268.769,-0.005585,0.00145
2455268.78,-0.007435,0.00143
2455268.79,0.001785,0.00141
2455268.8,0.002095,0.00139
2455268.811,0.001085,0.00141
2455268.835,-0.00169,0.00163
2455268.835,-0.00169,0.00163
2455268.846,-0.00339,0.00161
2455268.846,-0.00339,0.00161
2455268.856,-0.01154,0.00159
2455268.856,-0.01154,0.00159
2455268.866,-0.00343,0.00156
2455268.866,-0.00343,0.00156
2455268.877,-0.01492,0.00161
2455268.877,-0.01492,0.00161
2455268.887,0.00227,0.00162
2455268.887,0.00227,0.00162
2455268.895,-0.00125,0.00158
2455268.895,-0.00125,0.00158
2455268.901,-0.0002,0.00161
2455268.901,-0.0002,0.00161
2455268.907,-0.00635,0.0016
2455268.907,-0.00635,0.0016
2455268.912,0.00238,0.00159
2455268.912,0.00238,0.00159
2455268.923,-0.00282,0.00163
2455268.923,-0.00282,0.00163
2455268.933,0.00276,0.00158
2455268.933,0.00276,0.00158
2455268.943,-0.00989,0.0016
2455268.943,-0.00989,0.0016
2455268.954,-0.00585,0.0016
2455268.954,-0.00585,0.0016
2455268.964,0.00047,0.00157
2455268.964,0.00047,0.00157
2455269.68,0.006615,0.00148
2455269.69,-0.000435,0.00137
2455269.701,-0.004905,0.0014
2455269.711,0.009725,0.00143
2455269.721,-0.006705,0.00139
2455269.73,0.005995,0.00137
2455269.735,0.002805,0.00139
2455269.741,-0.007045,0.00139
2455269.747,0.001955,0.0014
2455269.755,0.001115,0.00135
2455269.765,0.002455,0.00135
2455269.775,0.005235,0.00137
2455269.786,0.003365,0.00137
2455269.796,0.007525,0.00138
2455269.807,-0.010775,0.0014
2455269.831,0.0016,0.0016
2455269.831,0.0016,0.0016
2455269.841,-0.00233,0.00159
2455269.841,-0.00233,0.00159
2455269.852,-0.005,0.0016
2455269.852,-0.005,0.0016
2455269.862,-0.00305,0.00165
2455269.862,-0.00305,0.00165
2455269.872,0.00198,0.00166
2455269.872,0.00198,0.00166
2455269.883,-0.00198,0.00162
2455269.883,-0.00198,0.00162
2455269.891,-0.00035,0.0016
2455269.891,-0.00035,0.0016
2455269.897,-0.0091,0.00162
2455269.897,-0.0091,0.00162
2455269.902,-0.00876,0.00161
2455269.902,-0.00876,0.00161
2455269.908,-0.00181,0.00162
2455269.908,-0.00181,0.00162
2455269.916,-0.00677,0.00163
2455269.916,-0.00677,0.00163
2455269.927,-0.001,0.00161
2455269.927,-0.001,0.00161
2455269.937,0.00145,0.00162
2455269.937,0.00145,0.00162
2455269.947,0.01129,0.00159
2455269.947,0.01129,0.00159
2455269.958,-0.00246,0.0016
2455269.958,-0.00246,0.0016
2455271.673,-0.007885,0.0014
2455271.683,0.001885,0.0014
2455271.694,-0.000535,0.00142
2455271.704,-0.004015,0.00139
2455271.715,0.004415,0.00137
2455271.725,0.005375,0.00141
2455271.731,0.001675,0.00136
2455271.736,-0.001585,0.00144
2455271.742,0.003845,0.00141
2455271.75,0.000995,0.00144
2455271.76,-0.005005,0.00145
2455271.771,-0.001665,0.00142
2455271.781,0.007555,0.00143
2455271.792,-0.006025,0.00143
2455271.802,-0.000195,0.00138
2455271.826,0.00245,0.00158
2455271.826,0.00245,0.00158
2455271.837,-0.0054,0.00154
2455271.837,-0.0054,0.00154
2455271.847,-0.00211,0.00155
2455271.847,-0.00211,0.00155
2455271.858,-0.00508,0.00159
2455271.858,-0.00508,0.00159
2455271.868,0.00058,0.00157
2455271.868,0.00058,0.00157
2455271.878,-0.00059,0.00156
2455271.878,-0.00059,0.00156
2455271.886,-0.00156,0.00155
2455271.886,-0.00156,0.00155
2455271.892,-0.00383,0.00158
2455271.892,-0.00383,0.00158
2455271.898,0.00448,0.00156
2455271.898,0.00448,0.00156
2455271.903,-0.00264,0.00156
2455271.903,-0.00264,0.00156
2455271.914,-0.00226,0.00153
2455271.914,-0.00226,0.00153
2455271.924,-0.00004,0.00156
2455271.924,-0.00004,0.00156
2455271.935,-0.00699,0.00155
2455271.935,-0.00699,0.00155
2455271.945,0.00029,0.00154
2455271.945,0.00029,0.00154
2455271.955,0.00381,0.00155
2455271.955,0.00381,0.00155
2455277.679,0.023355,0.00143
2455277.714,0.017835,0.00134
2455277.716,0.009195,0.00138
2455277.718,0.010545,0.00138
2455277.72,0.009665,0.00139
2455277.722,0.017995,0.00131
2455277.733,0.008095,0.00126
2455277.741,0.010425,0.0013
2455277.749,0.001765,0.00135
2455277.757,-0.001805,0.00142
2455277.765,-0.004365,0.00138
2455277.774,0.002755,0.00133
2455277.782,0.002005,0.0014
2455277.812,0.01893,0.00147
2455277.812,0.01893,0.00147
2455277.822,0.01179,0.00157
2455277.822,0.01179,0.00157
2455277.832,0.03158,0.00142
2455277.832,0.03158,0.00142
2455280.688,0.005785,0.00163
2455280.69,0.004405,0.00165
2455280.693,0.004005,0.00167
2455280.695,-0.001345,0.00166
2455280.697,0.001265,0.00166
2455280.699,-0.006045,0.00166
2455280.701,-0.001775,0.00165
2455280.703,0.002155,0.00161
2455280.706,0.007125,0.00159
2455280.708,0.005385,0.00156
2455280.71,0.001235,0.00158
2455280.712,0.001275,0.00158
2455280.714,0.001975,0.00161
2455280.716,-0.002055,0.00164
2455280.719,0.005505,0.00167
2455280.721,0.000325,0.00168
2455280.723,-0.000565,0.00168
2455280.725,-0.002445,0.00164
2455280.73,0.004605,0.00166
2455280.734,-0.003165,0.00158
2455280.739,0.001725,0.00157
2455280.744,0.002015,0.00156
2455280.749,0.004165,0.00155
2455280.753,-0.001985,0.00157
2455280.758,-0.005425,0.00159
2455280.763,-0.001505,0.00164
2455280.767,0.008645,0.00168
2455280.772,0.000195,0.00166
2455280.777,-0.003245,0.00159
2455280.802,-0.00102,0.00172
2455280.802,-0.00102,0.00172
2455280.81,0.00955,0.00175
2455280.81,0.00955,0.00175
2455280.818,-0.00279,0.00177
2455280.818,-0.00279,0.00177
2455280.826,-0.01146,0.00174
2455280.826,-0.01146,0.00174
2455280.834,-0.00552,0.00175
2455280.834,-0.00552,0.00175
2455280.842,-0.00306,0.00178
2455280.842,-0.00306,0.00178
2455280.851,-0.00347,0.00175
2455280.851,-0.00347,0.00175
2455280.859,-0.01582,0.00175
2455280.859,-0.01582,0.00175
2455280.864,0.01926,0.00174
2455280.864,0.01926,0.00174
2455280.87,0.00909,0.00178
2455280.87,0.00909,0.00178
2455280.876,0.00766,0.00177
2455280.876,0.00766,0.00177
2455280.881,-0.00043,0.00172
2455280.881,-0.00043,0.00172
2455280.892,0.00309,0.00171
2455280.892,0.00309,0.00171
2455280.902,0.01139,0.0017
2455280.902,0.01139,0.0017
2455280.912,0.0017,0.00165
2455280.912,0.0017,0.00165
2455280.923,0.00935,0.00157
2455280.923,0.00935,0.00157
2455280.933,0.00013,0.00154
2455280.933,0.00013,0.00154
2455286.648,-0.008055,0.00159
2455286.658,-0.005585,0.00158
2455286.669,-0.010985,0.0017
2455286.679,-0.000335,0.00163
2455286.685,-0.000135,0.00164
2455286.69,-0.004275,0.00163
2455286.712,0.002965,0.00167
2455286.723,-0.000485,0.00158
2455286.733,-0.009045,0.00163
2455286.743,0.000925,0.0017
2455286.754,0.005795,0.00164
2455286.762,-0.005955,0.00161
2455286.787,0.0023,0.00209
2455286.787,0.0023,0.00209
2455286.797,0.0039,0.00214
2455286.797,0.0039,0.00214
2455286.807,0.00807,0.00213
2455286.807,0.00807,0.00213
2455286.818,0.01432,0.00215
2455286.818,0.01432,0.00215
2455286.828,0.01069,0.00216
2455286.838,0.00058,0.00218
2455286.847,0.00114,0.00224
2455286.852,0.00129,0.00216
2455286.858,0.00106,0.00219
2455286.864,-0.00702,0.0022
2455286.874,0.01716,0.00215
2455286.884,0.00042,0.00214
2455286.905,0.01161,0.00219
2455290.62,-0.006315,0.00133
2455290.629,-0.006355,0.00135
2455290.637,-0.009665,0.00137
2455290.645,-0.005185,0.0013
2455290.655,0.003265,0.00137
2455290.666,-0.003615,0.00129
2455290.674,0.001155,0.00135
2455290.679,-0.002255,0.00133
2455290.685,-0.000205,0.00138
2455290.691,-0.001745,0.00139
2455290.699,0.001895,0.00134
2455290.709,-0.004295,0.00132
2455290.72,-0.010605,0.00138
2455290.73,0.006465,0.00135
2455290.74,-0.012705,0.00134
2455290.751,-0.000605,0.00131
2455290.775,-0.00093,0.00163
2455290.786,0.00337,0.00165
2455290.796,-0.00118,0.00166
2455290.806,0.00229,0.00171
2455290.817,0.00371,0.00172
2455290.827,0.00404,0.00169
2455290.835,0.0015,0.0017
2455290.841,0.0108,0.00172
2455290.847,-0.0043,0.00172
2455290.852,0.00243,0.00172
2455290.863,-0.00521,0.00172
2455290.873,0.0051,0.00169
2455290.883,0.00158,0.00169
2455290.894,0.00101,0.00168
2455290.904,0.01119,0.00169
2455291.621,-0.003435,0.00135
2455291.629,0.003275,0.00138
2455291.637,0.000375,0.0013
2455291.645,0.000515,0.00138
2455291.656,-0.001405,0.00133
2455291.666,-0.006755,0.00139
2455291.672,-0.006365,0.00137
2455291.677,-0.005175,0.00141
2455291.683,-0.004555,0.00141
2455291.689,-0.010025,0.00139
2455291.697,-0.003355,0.00133
2455291.707,-0.004605,0.00144
2455291.718,0.017215,0.00128
2455291.728,-0.001605,0.00135
2455291.738,-0.003275,0.00132
2455291.749,-0.009725,0.00132
2455291.773,0.00057,0.00166
2455291.784,-0.00512,0.00168
2455291.794,-0.00187,0.00167
2455291.804,-0.0036,0.00166
2455291.815,-0.00492,0.00165
2455291.825,0.0039,0.00162
2455291.833,0.00642,0.00167
2455291.839,-0.00271,0.00166
2455291.845,-0.00137,0.00167
2455291.85,-0.00915,0.00171
2455291.861,0.00132,0.0017
2455291.871,-0.00168,0.0017
2455291.881,0.00244,0.00172
2455291.892,0.00401,0.00165
2455291.902,0.00681,0.00166
2455293.622,0.001515,0.00141
2455293.63,-0.003085,0.00137
2455293.638,-0.000995,0.00143
2455293.647,-0.003095,0.00136
2455293.657,0.000065,0.00143
2455293.665,-0.007005,0.00142
2455293.671,-0.001905,0.00143
2455293.676,-0.001225,0.00137
2455293.682,0.001215,0.00134
2455293.69,0.001945,0.00141
2455293.701,-0.006135,0.00142
2455293.711,0.000285,0.00135
2455293.721,-0.003765,0.00143
2455293.732,0.001615,0.00141
2455293.742,-0.000805,0.00142
2455293.767,-0.00878,0.00165
2455293.777,-0.0086,0.00164
2455293.787,-0.00052,0.00164
2455293.798,-0.00586,0.00161
2455293.808,-0.01318,0.00159
2455293.818,0.00886,0.00159
2455293.827,-0.00254,0.0016
2455293.832,-0.00268,0.00157
2455293.838,-0.001,0.0016
2455293.844,0.00012,0.0016
2455293.854,-0.01082,0.00162
2455293.864,-0.00047,0.00159
2455293.875,-0.00122,0.00158
2455293.885,0.00016,0.00158
2455293.895,0.00649,0.00159
2455295.623,-0.001215,0.00134
2455295.631,0.001345,0.00141
2455295.639,-0.003285,0.0014
2455295.648,-0.007945,0.00134
2455295.658,-0.006775,0.0014
2455295.664,-0.000815,0.00144
2455295.669,-0.005515,0.0014
2455295.675,-0.002615,0.00136
2455295.683,-0.004735,0.00139
2455295.693,-0.004795,0.00142
2455295.704,-0.007965,0.00141
2455295.714,-0.003585,0.00134
2455295.725,-0.008465,0.00137
2455295.735,-0.008035,0.00139
2455295.76,-0.00512,0.00169
2455295.768,0.00036,0.00167
2455295.778,-0.00689,0.00167
2455295.788,-0.00123,0.00165
2455295.799,-0.0046,0.00168
2455295.809,0.00297,0.00168
2455295.817,0.00352,0.00168
2455295.823,-0.00755,0.00166
2455295.829,-0.00628,0.00166
2455295.834,-0.00703,0.00165
2455295.84,0.00013,0.00164
2455295.85,-0.00437,0.00164
2455295.861,0.00067,0.00163
2455295.871,0.00346,0.00164
2455295.882,0.0033,0.00163
2455295.892,-0.00511,0.00165
2455296.735,-0.004135,0.00142
2455296.759,0.00016,0.00163
2455296.77,0.00508,0.00161
2455296.78,0.00246,0.00163
2455296.791,0.00077,0.00163
2455296.801,0.00401,0.00165
2455296.811,-0.00641,0.00161
2455296.819,0.0011,0.00161
2455296.825,0.00048,0.00164
2455296.831,0.00461,0.00163
2455296.836,0.00004,0.00163
2455296.847,-0.0075,0.00167
2455296.857,-0.00855,0.00163
2455296.868,-0.00652,0.00162
2455296.878,-0.00284,0.0016
2455296.888,0.00094,0.00161
2455298.625,-0.005025,0.00135
2455298.633,-0.007685,0.00139
2455298.641,-0.008025,0.0013
2455298.649,-0.006715,0.00138
2455298.655,-0.004795,0.00137
2455298.66,-0.000765,0.00139
2455298.666,-0.005335,0.00138
2455298.674,-0.008175,0.00134
2455298.682,-0.001485,0.0013
2455298.693,-0.005605,0.00137
2455298.703,-0.007835,0.00138
2455298.713,-0.004665,0.00136
2455298.724,-0.001225,0.00133
2455298.754,0.00491,0.00164
2455298.764,-0.00072,0.00163
2455298.775,0.00326,0.00164
2455298.785,0.00806,0.00167
2455298.795,0.00248,0.00163
2455298.806,0.00107,0.00163
2455298.814,0.00533,0.00162
2455298.819,0.00282,0.00163
2455298.825,0.00644,0.00276
2455298.831,0.00034,0.00164
2455298.841,-0.01128,0.00163
2455298.851,-0.00758,0.00165
2455298.862,-0.00111,0.00162
2455298.872,0.00239,0.00163
2455298.882,-0.00524,0.00161
2455299.625,0.003095,0.00139
2455299.633,-0.003975,0.00136
2455299.641,-0.007565,0.00134
2455299.649,-0.002835,0.00141
2455299.655,-0.001225,0.00139
2455299.661,0.001285,0.00139
2455299.666,-0.003495,0.00136
2455299.675,-0.003195,0.00132
2455299.685,-0.002245,0.00139
2455299.695,-0.002755,0.0014
2455299.706,-0.008085,0.00133
2455299.716,-0.002405,0.00133
2455299.727,-0.007935,0.00136
2455299.751,0.00225,0.00162
2455299.761,-0.00378,0.00163
2455299.772,-0.01072,0.00162
2455299.782,-0.00302,0.00163
2455299.792,-0.0024,0.00162
2455299.803,-0.00126,0.00166
2455299.811,-0.00437,0.00164
2455299.817,-0.00182,0.00161
2455299.822,0.00992,0.00158
2455299.828,0.00049,0.00159
2455299.838,0.00227,0.00157
2455299.849,-0.00376,0.0016
2455299.859,0.00099,0.00159
2455299.869,0.00028,0.00155
2455299.88,-0.00213,0.00159
2455300.622,-0.003195,0.00137
2455300.627,-0.004405,0.00133
2455300.631,-0.005025,0.00138
2455300.636,-0.001665,0.0014
2455300.641,0.000345,0.0014
2455300.646,-0.005755,0.00136
2455300.651,0.001665,0.00141
2455300.657,-0.007445,0.0014
2455300.662,-0.004825,0.00139
2455300.671,-0.005195,0.00133
2455300.681,-0.000715,0.0014
2455300.691,-0.006045,0.00138
2455300.702,-0.001375,0.00134
2455300.712,-0.004895,0.00133
2455300.722,-0.000655,0.00137
2455300.747,-0.01135,0.00164
2455300.757,-0.00299,0.00163
2455300.768,-0.01078,0.00164
2455300.778,0.00059,0.00162
2455300.788,-0.00051,0.00163
2455300.799,-0.00661,0.00163
2455300.807,-0.00639,0.00157
2455300.813,0.00049,0.00157
2455300.818,0.0066,0.00155
2455300.824,-0.00423,0.00156
2455300.832,-0.00356,0.00155
2455300.842,-0.00161,0.00157
2455300.853,0.00032,0.00152
2455300.863,-0.00049,0.00158
2455300.874,0.00179,0.00159
2455301.638,0.003135,0.00127
2455301.643,0.017095,0.00115
2455301.645,-0.003685,0.00136
2455301.65,-0.005125,0.00137
2455301.656,-0.007175,0.00137
2455301.747,-0.00496,0.00165
2455301.757,0.00187,0.00167
2455301.768,0.0001,0.00165
2455301.778,-0.00684,0.00167
2455301.789,0.00279,0.00164
2455301.799,0.00979,0.00164
2455301.807,-0.00219,0.00163
2455301.813,0.00359,0.00163
2455301.818,-0.00098,0.00164
2455301.824,-0.01016,0.00165
2455301.834,0.00501,0.00161
2455301.845,0.00027,0.00158
2455301.855,-0.0009,0.0016
2455301.866,-0.00004,0.0016
2455301.876,0.01178,0.00161
2455302.623,0.005515,0.00132
2455302.628,0.012175,0.00122
2455302.633,0.019675,0.00129
2455302.638,0.005495,0.00132
2455302.64,0.005855,0.00132
2455302.644,0.017245,0.00123
2455303.624,-0.001115,0.00134
2455303.628,0.003165,0.00126
2455303.669,-0.008785,0.00135
2455303.679,-0.008265,0.00129
2455303.7,-0.000045,0.00138
2455303.71,0.000765,0.00138
2455303.74,0.00752,0.00164
2455303.751,0.00029,0.00164
2455303.761,-0.00483,0.00164
2455303.771,0.00362,0.00163
2455303.782,0.00061,0.00161
2455303.792,-0.00463,0.00161
2455303.8,0.00552,0.00164
2455303.806,0.01005,0.00161
2455303.812,0.01409,0.00164
2455303.817,0.0113,0.0016
2455303.828,-0.00868,0.0016
2455303.838,0.0048,0.00156
2455303.848,0.01793,0.00159
2455303.859,0.01708,0.00151
2455303.869,0.00877,0.00159
2455304.659,0.026625,0.00132
2455304.668,0.008105,0.00129
2455304.676,-0.000675,0.00124
2455304.684,-0.007395,0.00128
2455304.692,0.015455,0.00132
2455304.7,0.013125,0.00131
2455304.708,0.004645,0.00132
2455306.672,-0.001605,0.00137
2455306.677,-0.000245,0.0014
2455306.682,-0.000095,0.00138
2455306.686,0.006275,0.00139
2455306.691,0.006695,0.00139
2455306.696,0.006725,0.00139
2455306.7,0.007055,0.00139
2455306.705,-0.000385,0.00139
2455306.73,0.0036,0.00228
2455306.752,-0.00181,0.00191
2455306.76,-0.0036,0.0017
2455306.768,-0.0142,0.0017
2455306.777,-0.0096,0.00166
2455306.785,-0.01209,0.00166
2455306.793,0.00409,0.00168
2455306.799,0.00332,0.00166
2455306.804,0.00686,0.00159
2455306.81,0.00878,0.00162
2455306.82,0.00741,0.00161
2455306.831,-0.00632,0.00163
2455306.841,0.0072,0.00161
2455306.851,0.01039,0.00159
2455306.862,0.0005,0.00159
2455307.631,0.021865,0.0013
2455307.633,0.018475,0.0014
2455307.64,0.012545,0.00128
2455307.648,0.003975,0.00132
2455307.65,0.006845,0.00141
2455307.655,0.001055,0.00141
2455307.66,0.000075,0.00139
2455307.665,-0.002015,0.00137
2455307.669,0.002445,0.00133
2455307.674,0.000465,0.00136
2455307.679,0.002745,0.00138
2455307.683,0.002765,0.00138
2455307.688,0.001275,0.0014
2455307.693,-0.003205,0.00141
2455307.697,0.002115,0.0014
2455307.702,0.006045,0.0014
2455307.727,-0.00753,0.00179
2455307.733,-0.00287,0.00179
2455307.741,-0.00677,0.00182
2455307.749,0.00218,0.00176
2455307.782,0.0092,0.00167
2455307.79,0.00969,0.00175
2455307.796,0.0202,0.00173
2455307.828,0.00467,0.00169
2455307.838,0.01782,0.00163
2455315.632,0.003735,0.00144
2455315.64,-0.000795,0.00151
2455315.649,-0.002515,0.00155
2455315.657,0.002775,0.00155
2455315.667,0.002415,0.00152
2455315.678,-0.000615,0.00152
2455315.708,0.00017,0.00203
2455315.718,-0.00032,0.00211
2455315.728,0.00443,0.00209
2455315.739,0.001,0.00209
2455315.749,0.0139,0.00209
2455315.76,0.00426,0.00214
2455315.768,0.00244,0.00218
2455315.773,0.01633,0.00219
2455315.779,-0.00357,0.00209
2455315.785,-0.00643,0.00219
2455315.795,-0.00178,0.00216
2455315.805,0.01136,0.00222
2455315.816,0.0057,0.00213
2455315.826,-0.00001,0.00219
2455315.837,0.02566,0.00223
2455317.633,0.002225,0.00144
2455317.641,-0.006345,0.00144
2455317.65,0.001815,0.00142
2455317.658,0.009785,0.00138
2455317.668,-0.000635,0.00139
2455317.678,-0.002685,0.0014
2455317.703,-0.00342,0.00158
2455317.713,-0.00396,0.00162
2455317.724,0.00547,0.00165
2455317.734,0.01023,0.00165
2455317.744,0.00189,0.00167
2455317.755,0.01268,0.00168
2455317.763,0.00196,0.00167
2455317.769,0.007,0.00162
2455317.774,-0.00324,0.00166
2455317.78,-0.00588,0.00168
2455317.79,-0.00735,0.00172
2455317.801,-0.00327,0.00168
2455317.811,0.0047,0.00167
2455317.821,0.01174,0.0017
2455317.832,0.00412,0.00176
2455318.634,0.022595,0.00144
2455318.65,-0.002915,0.00134
2455318.659,0.007445,0.00138
2455318.669,0.010185,0.00136
2455318.677,0.006805,0.00134
2455318.702,-0.0023,0.00161
2455318.712,-0.00879,0.00161
2455318.722,-0.00071,0.00162
2455318.733,0.00792,0.00163
2455318.743,-0.00542,0.00166
2455318.751,-0.00383,0.00166
2455318.759,0.00296,0.00163
2455318.765,0.00936,0.00172
2455318.771,-0.00282,0.0017
2455318.776,0.00479,0.0017
2455318.787,0.00644,0.00173
2455318.797,0.01586,0.00171
2455318.808,0.0048,0.00177
2455318.818,0.0065,0.00178
2455318.828,0.01654,0.00184
2455320.635,-0.002595,0.00132
2455320.643,-0.001735,0.00136
2455320.651,0.006065,0.00138
2455320.66,0.008475,0.00138
2455320.67,0.004315,0.00138
2455320.695,-0.00127,0.00164
2455320.705,-0.00054,0.00164
2455320.715,0.00054,0.00165
2455320.726,-0.0017,0.00162
2455320.736,0.00215,0.00161
2455320.746,-0.00597,0.00163
2455320.755,-0.00104,0.00165
2455320.76,-0.0027,0.00162
2455320.766,0.00537,0.00166
2455320.772,-0.00301,0.00159
2455320.782,0.0051,0.00162
2455320.792,-0.00769,0.00164
2455320.803,-0.00796,0.00166
2455320.813,0.00405,0.00169
2455320.823,0.0053,0.00171
2455321.636,-0.003225,0.00132
2455321.644,0.000615,0.00131
2455321.652,-0.000755,0.00133
2455321.66,-0.001575,0.00132
2455321.668,0.000485,0.00132
2455321.693,-0.00416,0.0017
2455321.703,-0.00473,0.00169
2455321.713,-0.00589,0.00168
2455321.724,-0.00711,0.00168
2455321.734,-0.00352,0.00169
2455321.744,-0.00743,0.00167
2455321.753,-0.00157,0.00168
2455321.758,-0.00453,0.00168
2455321.764,0.00024,0.00169
2455321.77,-0.00503,0.00167
2455321.78,-0.00232,0.00171
2455321.79,-0.00884,0.0017
2455321.801,-0.00869,0.00171
2455321.811,-0.00142,0.00169
2455321.821,-0.00526,0.0017
2455322.645,-0.004295,0.00133
2455322.661,0.005445,0.00135
2455322.694,-0.00771,0.00171
2455322.714,-0.00967,0.00177
2455322.725,0.01528,0.0019
2455322.743,-0.01389,0.00175
2455322.751,0.01807,0.00135
2455322.763,-0.00113,0.00176
2455322.779,-0.00761,0.00174
