time,delta_mag,error
2455213.918,-0.006545,0.00141
2455213.928,0.005655,0.00141
2455213.938,0.012295,0.00131
2455213.949,0.027545,0.00128
2455213.984,0.00964,0.00147
2455213.984,0.00964,0.00147
2455214.023,0.01003,0.00171
2455214.023,0.01003,0.00171
2455221.921,0.006025,0.0016
2455221.965,0.0093,0.00149
2455221.965,0.0093,0.00149
2455221.975,0.01448,0.00153
2455221.975,0.01448,0.00153
2455222.007,-0.00493,0.00147
2455222.007,-0.00493,0.00147
2455222.017,0.0126,0.00149
2455222.017,0.0126,0.00149
2455222.025,-0.00241,0.00149
2455222.025,-0.00241,0.00149
2455222.044,0.00711,0.0015
2455222.044,0.00711,0.0015
2455222.049,0.00974,0.00149
2455222.049,0.00974,0.00149
2455222.054,0.00133,0.00154
2455222.054,0.00133,0.00154
2455222.058,0.01322,0.0017
2455222.058,0.01322,0.0017
2455222.804,0.001475,0.00154
2455222.809,0.001765,0.0015
2455222.815,0.004785,0.00157
2455222.82,0.010245,0.00159
2455222.934,0.017915,0.00144
2455222.959,0.02703,0.00145
2455222.959,0.02703,0.00145
2455222.97,0.02631,0.00151
